model_id,window_size,regime_threshold,regime_landmark,min_gap_samples,n_records,n_ground_truth,n_detections,f1_classic,f1_weighted,f3_classic,f3_weighted,recall_4s,recall_10s,precision_4s,precision_10s,edd_median_s,edd_p95_s,fp_per_min,nab_score_standard,nab_score_low_fp,nab_score_low_fn,tp,fp,fn,tp_weight_sum
model_35,25,0.05,4.5,3000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_36,25,0.05,4.5,5000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_37,25,0.05,5.0,200,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_38,25,0.05,5.0,500,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_39,25,0.05,5.0,1000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_40,25,0.05,5.0,2000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_41,25,0.05,5.0,3000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_42,25,0.05,5.0,5000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_43,25,0.05,5.5,200,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_44,25,0.05,5.5,500,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_45,25,0.05,5.5,1000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_46,25,0.05,5.5,2000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_47,25,0.05,5.5,3000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_48,25,0.05,5.5,5000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_49,25,0.05,6.0,200,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_50,25,0.05,6.0,500,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_51,25,0.05,6.0,1000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_52,25,0.05,6.0,2000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_53,25,0.05,6.0,3000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_54,25,0.05,6.0,5000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_55,25,0.05,6.5,200,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_56,25,0.05,6.5,500,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_57,25,0.05,6.5,1000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_58,25,0.05,6.5,2000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_59,25,0.05,6.5,3000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_60,25,0.05,6.5,5000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_61,25,0.05,7.0,200,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_62,25,0.05,7.0,500,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_63,25,0.05,7.0,1000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_64,25,0.05,7.0,2000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_65,25,0.05,7.0,3000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_66,25,0.05,7.0,5000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_67,25,0.05,7.5,200,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_68,25,0.05,7.5,500,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_69,25,0.05,7.5,1000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_70,25,0.05,7.5,2000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_71,25,0.05,7.5,3000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_72,25,0.05,7.5,5000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_73,25,0.05,8.0,200,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.91409090909091,-26.91909090909091,-53.82068181818182,0.0,1.0,26.90909090909091,0.0
model_74,25,0.05,8.0,500,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.91409090909091,-26.91909090909091,-53.82068181818182,0.0,1.0,26.90909090909091,0.0
model_75,25,0.05,8.0,1000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.91409090909091,-26.91909090909091,-53.82068181818182,0.0,1.0,26.90909090909091,0.0
model_76,25,0.05,8.0,2000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.91409090909091,-26.91909090909091,-53.82068181818182,0.0,1.0,26.90909090909091,0.0
model_77,25,0.05,8.0,3000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.91409090909091,-26.91909090909091,-53.82068181818182,0.0,1.0,26.90909090909091,0.0
model_78,25,0.05,8.0,5000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.91409090909091,-26.91909090909091,-53.82068181818182,0.0,1.0,26.90909090909091,0.0
model_79,25,0.05,8.5,200,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_80,25,0.05,8.5,500,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_81,25,0.05,8.5,1000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_82,25,0.05,8.5,2000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_83,25,0.05,8.5,3000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_84,25,0.05,8.5,5000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_85,25,0.05,9.0,200,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_86,25,0.05,9.0,500,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_87,25,0.05,9.0,1000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_88,25,0.05,9.0,2000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_89,25,0.05,9.0,3000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_90,25,0.05,9.0,5000,22,26.90909090909091,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0285714285714285,-26.90909090909091,-26.90909090909091,-53.81818181818182,0.0,1.0,26.90909090909091,0.0
model_91,25,0.1,2.0,200,22,26.90909090909091,1.0,0.006993006993006991,0.006993006993006991,0.004170141784820682,0.004170141784820682,0.0037878787878787862,0.0037878787878787862,0.045454545454545456,0.045454545454545456,2.300000000000182,2.300000000000182,0.027272727272727205,-26.824485034795803,-26.829485034795802,-53.68562139843216,0.045454545454545456,0.9545454545454546,26.863636363636363,0.045454545454545456
model_92,25,0.1,2.0,500,22,26.90909090909091,1.0,0.006993006993006991,0.006993006993006991,0.004170141784820682,0.004170141784820682,0.0037878787878787862,0.0037878787878787862,0.045454545454545456,0.045454545454545456,2.300000000000182,2.300000000000182,0.027272727272727205,-26.824485034795803,-26.829485034795802,-53.68562139843216,0.045454545454545456,0.9545454545454546,26.863636363636363,0.045454545454545456
