model_id,lambda_,delta,alpha,ma_window,min_gap_samples,n_records,duration_samples,n_ground_truth,n_detections,f1_classic,f1_weighted,f3_classic,f3_weighted,recall_4s,recall_10s,precision_4s,precision_10s,edd_median_s,edd_p95_s,fp_per_min,nab_score_standard,nab_score_low_fp,nab_score_low_fn,tp,fp,fn,tp_weight_sum
model_24,1.0,0.001,0.9999,200,4000,229,180554.47598253275,5.681222707423581,38.890829694323145,0.18928089119157604,0.12252781266472905,0.32021502807937247,0.20820445502152077,0.20684461633922205,0.45531090766128013,0.06330000892164157,0.14227672447518294,5.307169230769233,6.623489230769232,2.8507467053708075,-5.491453096708475,-8.954280458525322,-7.288423695276034,2.510917030567686,36.379912663755455,3.1703056768558953,1.6444395924308586
model_25,1.0,0.005,0.99,10,500,229,180554.47598253275,5.681222707423581,314.12227074235807,0.09396258428932956,0.09394100761814568,0.28161623727140966,0.2815305163244038,0.9955552089831566,0.9994541484716157,0.04297245538572098,0.05309823075337985,1.2853886462882063,1.8470820960698726,22.39769499939329,-24.662873550318185,-52.747923398950554,-11.476243822508552,5.676855895196507,293.49344978165936,0.004366812227074236,5.67536826783115
model_26,1.0,0.005,0.99,10,1000,229,180554.47598253275,5.681222707423581,167.50218340611355,0.14922098653135155,0.14756773826697714,0.3904363686552503,0.3864053963942312,0.9108830305465291,0.9959280409062069,0.06863917444408098,0.08857988625679662,2.2686375545851525,3.4193449781659373,11.943129449040374,-12.096249106033095,-27.10199873660413,-5.658876474153693,5.6593886462882095,156.40174672489084,0.021834061135371178,5.583423580786026
model_27,1.0,0.005,0.99,10,2000,229,180554.47598253275,5.681222707423581,87.18340611353712,0.2113427287496399,0.15798269439906185,0.4755731132851137,0.3554092065105798,0.418791662999215,0.9290748221296642,0.06466260783886765,0.13393804106911955,4.781039301310042,6.725060262008735,6.278688116837069,-6.209528786134728,-14.027116659267282,-3.842219565725655,5.109170305676856,81.53711790393012,0.5720524017467249,3.7019621542940335
model_28,1.0,0.005,0.99,10,4000,229,180554.47598253275,5.681222707423581,44.63755458515284,0.18447778527059824,0.12454170919566973,0.33052959080466293,0.2224509289131463,0.21591051583345444,0.49884943238398155,0.0627063644789823,0.13359007314233595,5.326980392156865,6.8000568627451,3.295425489581911,-5.520003240438831,-9.50303431813281,-6.781762810762145,2.8253275109170306,41.81222707423581,2.8558951965065504,1.8574439592430858
model_29,1.0,0.005,0.99,50,500,229,180554.47598253275,5.681222707423581,260.9519650655022,0.10478993208891561,0.10329797103380936,0.3051810560521117,0.3004611241456676,0.931387729204323,0.981081012631231,0.047141816265672196,0.05980057078447598,1.539554585152842,2.6009729257641943,19.005243814764437,-20.1258408114156,-43.35828627605016,-9.496517642417096,5.5895196506550215,243.23144104803492,0.09170305676855896,5.527132459970888
model_30,1.0,0.005,0.99,50,1000,229,180554.47598253275,5.681222707423581,147.96069868995633,0.15665249314705118,0.15101699044143577,0.4012244107475222,0.386969440112967,0.8075636464314861,0.9640868350475337,0.06896105290071991,0.09356887548550137,2.568815789473685,3.9376271929824567,10.742128589972857,-10.555067850118235,-23.76288348746254,-5.138932957210272,5.537117903930131,137.97379912663754,0.14410480349344978,5.345935953420669
model_31,1.0,0.005,0.99,50,2000,229,180554.47598253275,5.681222707423581,80.78165938864629,0.21494968057866257,0.15886659009842102,0.47288003411118673,0.3490539514938963,0.4170468224443308,0.8826940840362366,0.06872843969055348,0.13714535642063713,4.876787610619469,6.749877876106194,5.8738808774239715,-5.794515694323874,-13.025313148894911,-3.8035711155099707,4.943231441048035,75.41921397379913,0.7379912663755459,3.5880349344978164
model_32,1.0,0.005,0.99,50,4000,229,180554.47598253275,5.681222707423581,42.81222707423581,0.18716612174158984,0.1251594613632974,0.33077931086719664,0.22343513863932457,0.23800078820628526,0.4878645072711345,0.0684108034937911,0.136259837659535,5.29057142857143,6.808816326530614,3.177638013081116,-5.343928360089115,-9.149716936299601,-6.685575556700028,2.8209606986899565,39.99126637554585,2.8602620087336246,1.8393129548762737
model_33,1.0,0.005,0.99,200,500,229,180554.47598253275,5.681222707423581,141.1703056768559,0.15394675089958965,0.13645867904478157,0.3846580969027195,0.3397447688622615,0.6341929070159227,0.8945694168690572,0.05908689682414705,0.09324052242547473,3.1393893805309756,5.003264601769908,10.020284429879636,-10.997483508867592,-23.67839521007731,-6.294582243415575,5.026200873362446,131.80349344978166,0.6550218340611353,4.435804949053858
model_34,1.0,0.005,0.99,200,1000,229,180554.47598253275,5.681222707423581,98.646288209607,0.1837149211302297,0.1508758940554517,0.4245528869000948,0.34845027339418055,0.5092110945822736,0.8619378872975071,0.06380633877218483,0.114822279661294,3.914973451327434,5.849534513274334,7.083061884852634,-7.665939641982839,-16.5313755291258,-5.080383270463759,4.777292576419214,92.1877729257642,0.9039301310043668,3.895825327510916
model_35,1.0,0.005,0.99,200,2000,229,180554.47598253275,5.681222707423581,62.7292576419214,0.20826186582607126,0.14494323852154112,0.4211144020127891,0.2913884362230399,0.32167088840605407,0.7142560820604746,0.0646687919189171,0.13923606593918722,5.217714285714286,6.879295535714286,4.550534527099529,-5.719261355082967,-11.350008444937654,-5.349302657317193,3.8777292576419216,58.698689956331876,1.8034934497816595,2.650742358078602
model_36,1.0,0.005,0.99,200,4000,229,180554.47598253275,5.681222707423581,37.375545851528386,0.18239224225236703,0.12015867230093957,0.30948779515452907,0.2026064877011425,0.1975271710052085,0.4423845993747098,0.06611009550722077,0.1369136616551351,5.322746113989635,6.707974093264247,2.7620228449948914,-5.567980356940837,-8.90159471771347,-7.560561822842731,2.3799126637554586,34.995633187772924,3.3013100436681224,1.5539650655021837
model_37,1.0,0.005,0.9999,10,500,229,180554.47598253275,5.681222707423581,315.2707423580786,0.09385125959840772,0.0938316176730936,0.2813171161646958,0.28123558892694456,0.99617903930131,0.9994541484716157,0.04287610739943843,0.0530381012837546,1.261737991266375,1.7922882096069919,22.436292804391393,-24.764958357813565,-52.950671834608485,-11.52799681592266,5.676855895196507,294.50218340611355,0.004366812227074236,5.675403202328966
model_38,1.0,0.005,0.9999,10,1000,229,180554.47598253275,5.681222707423581,167.84279475982532,0.14868409844579164,0.147105220710791,0.38924658271948104,0.38541878644834654,0.903605010168072,0.9946543873399768,0.0687204444920416,0.08827672389604664,2.2417816593886486,3.3744157205240164,11.96430529717004,-12.151801738341927,-27.19107338478297,-5.7238689718899645,5.650655021834061,156.72489082969432,0.03056768558951965,5.5778398835516745
model_39,1.0,0.005,0.9999,10,2000,229,180554.47598253275,5.681222707423581,87.25764192139738,0.21130459093405896,0.15871104068645184,0.47562018909839004,0.3578790025476386,0.42453230938653497,0.9296206736580485,0.06465479216571712,0.13392236874614336,4.7623755458515244,6.657789519650655,6.283213232648985,-6.184704647120169,-14.010388668767726,-3.8133473524535955,5.11353711790393,81.63755458515284,0.5676855895196506,3.7455283842794778
model_40,1.0,0.005,0.9999,10,4000,229,180554.47598253275,5.681222707423581,44.672489082969435,0.18550692390919937,0.12529350724953905,0.33144543119850794,0.22330702984094894,0.21519171134827442,0.4996686762163259,0.0634397913393634,0.13464661967927238,5.336195121951221,6.803041951219512,3.293548670755411,-5.505559256018708,-9.492432525790928,-6.765397730302904,2.8253275109170306,41.8471615720524,2.8558951965065504,1.8799068413391553
model_41,1.0,0.005,0.9999,50,500,229,180554.47598253275,5.681222707423581,267.92576419213975,0.10335344411553463,0.1019763374012977,0.3021029543225729,0.2977248276299738,0.9370002026115563,0.9821447233019286,0.0465366389319806,0.058912414668542586,1.4997729257641905,2.4912995633187722,19.406493390562538,-20.787676243965205,-44.688167678853745,-9.828696902066788,5.598253275109171,249.99563318777294,0.08296943231441048,5.542032023289665
