model_id,alpha,window_size,stat_size,ma_window,min_gap_samples,n_records,duration_samples,n_ground_truth,n_detections,f1_classic,f1_weighted,f3_classic,f3_weighted,recall_4s,recall_10s,precision_4s,precision_10s,edd_median_s,edd_p95_s,fp_per_min,nab_score_standard,nab_score_low_fp,nab_score_low_fn,tp,fp,fn,tp_weight_sum
model_21,0.001,50,30,1,500,34,127232.0,2.8529411764705883,249.02941176470588,0.024082028555802132,0.024082028555802132,0.10355941164637625,0.10355941164637625,1.0,1.0,0.011652978963757934,0.0123098636557293,1.1242352941176472,1.513529411764703,27.830124127115635,-19.35143315029342,-41.068598209080946,-8.669321209134951,2.8529411764705883,236.05882352941177,0.0,2.8529411764705883
model_22,0.001,50,30,1,1000,34,127232.0,2.8529411764705883,126.0,0.04559147561797889,0.0446464164995947,0.17712068872111128,0.1736609518205111,0.972549019607843,1.0,0.021479109228993386,0.023750069710117824,2.254176470588235,2.94716470588235,14.095371863534144,-8.856048161619688,-19.922951214466053,-3.557890752843564,2.8529411764705883,119.55882352941177,0.0,2.7914117647058823
model_23,0.001,50,30,1,2000,34,127232.0,2.8529411764705883,63.94117647058823,0.0808087424476899,0.06648025127844795,0.275008193716904,0.22649068563639238,0.4265522875816994,0.9869281045751634,0.01930876517273576,0.04340495342328715,4.2320588235294085,5.254864705882355,7.149977068292106,-3.7047438366514998,-9.293371678405446,-1.204547562833351,2.735294117647059,60.64705882352941,0.11764705882352941,2.247098039215686
model_24,0.001,50,30,1,3000,34,127232.0,2.8529411764705883,43.0,0.0952032594792015,0.06931885300514463,0.2912033209671534,0.2111076947164859,0.4053104575163399,0.8040032679738562,0.025991792065663436,0.052667578659370676,4.856516129032259,6.53201935483871,4.802482172446443,-2.7399647104090925,-6.46033880971885,-1.5562482489895075,2.264705882352941,40.73529411764706,0.5882352941176471,1.647745098039216
model_25,0.001,50,30,1,5000,34,127232.0,2.8529411764705883,26.0,0.08306734938517268,0.05258107402344024,0.2181234780242518,0.1424162534119707,0.12924836601307188,0.4702614379084967,0.013574660633484148,0.04864253393665155,5.477200000000005,6.386456000000005,2.9161642650017754,-3.116166340632316,-5.403517439490618,-3.619549614732577,1.2647058823529411,24.735294117647058,1.588235294117647,0.7902745098039209
model_26,0.001,50,30,10,500,34,127232.0,2.8529411764705883,249.47058823529412,0.02401706444693849,0.02401706444693849,0.10332652802038197,0.10332652802038197,1.0,1.0,0.011624674709369164,0.012275770513261385,1.0154117647058831,1.34548235294118,27.8821365694165,-19.42381825998834,-41.18336122098518,-8.7499291324311,2.8529411764705883,236.5,0.0,2.8529411764705883
model_27,0.001,50,30,10,1000,34,127232.0,2.8529411764705883,126.02941176470588,0.045760417181618294,0.04511170363304097,0.17752991318824762,0.1753666264239657,0.9754901960784313,1.0,0.021708889330010167,0.023845717299324245,2.0711176470588244,2.814717647058827,14.07109939046041,-8.817265430038534,-19.867185017920125,-3.5275997537447967,2.8529411764705883,119.3529411764706,0.0,2.8099999999999996
model_28,0.001,50,30,10,2000,34,127232.0,2.8529411764705883,63.970588235294116,0.0808920324526551,0.06761798578627733,0.2750842597906198,0.2294239871713838,0.4331699346405229,0.9869281045751634,0.020227882819794582,0.04345987304228934,4.164352941176468,5.155441176470591,7.149977068292106,-3.7291632882646555,-9.317887936073996,-1.2583303761246913,2.735294117647059,60.64705882352941,0.11764705882352941,2.2839607843137246
model_29,0.001,50,30,10,3000,34,127232.0,2.8529411764705883,43.0,0.09428648911182068,0.06711481225744036,0.29278512747714347,0.20732788267933255,0.3685457516339869,0.8334150326797386,0.02325581395348834,0.05198358413132689,4.944500000000003,6.569612500000005,4.805949668599834,-2.824676772881669,-6.548291627765374,-1.6687516983809927,2.235294117647059,40.76470588235294,0.6176470588235294,1.5899607843137247
model_30,0.001,50,30,10,5000,34,127232.0,2.8529411764705883,26.0,0.08472501042118953,0.052743499458231174,0.21998957609298186,0.1407304986922685,0.118218954248366,0.4690359477124183,0.013574660633484144,0.049773755656108566,5.499600000000002,6.561848,2.9126967688483845,-3.075976057735244,-5.360091808028206,-3.5515652414122925,1.2941176470588236,24.705882352941178,1.5588235294117647,0.7973921568627453
model_31,0.001,50,30,50,500,34,127232.0,2.8529411764705883,249.8235294117647,0.024012648928795472,0.024012648928795472,0.10327960147715069,0.10327960147715069,1.0,1.0,0.011615599820349883,0.012274108852131944,1.0998235294117689,1.4366352941176475,27.916811530950408,-19.454351465407143,-41.243732637367565,-8.765543232368115,2.8529411764705883,236.7941176470588,0.0,2.8529411764705883
model_32,0.001,50,30,50,1000,34,127232.0,2.8529411764705883,126.11764705882354,0.045598331127032765,0.04496345924143642,0.17717539435755536,0.17512278794913833,0.9872549019607842,1.0,0.02169964048611565,0.023752485182009845,2.017764705882353,2.6895588235294134,14.091904367380755,-8.828233640691684,-19.892333842613496,-3.531477657377838,2.8529411764705883,119.52941176470588,0.0,2.810862745098039
model_33,0.001,50,30,50,2000,34,127232.0,2.8529411764705883,63.970588235294116,0.08086375190966867,0.06750640646986002,0.27499348273905844,0.2288872153458099,0.43905228758169934,0.9869281045751634,0.020687441643323996,0.04344481325493354,4.19135294117647,5.229982352941179,7.153444564445497,-3.7355247414405444,-9.327367334794353,-1.2631328565283457,2.735294117647059,60.6764705882353,0.11764705882352941,2.281529411764706
model_34,0.001,50,30,50,3000,34,127232.0,2.8529411764705883,43.0,0.09278069625101167,0.06723452783405202,0.285138749087731,0.20651989942082685,0.3984477124183007,0.797140522875817,0.024623803009575885,0.051299589603283124,4.7207096774193555,6.428522580645163,4.809417164753225,-2.8479828137897703,-6.574810920166067,-1.7198628782486807,2.2058823529411766,40.794117647058826,0.6470588235294118,1.5961372549019603
model_35,0.001,50,30,50,5000,34,127232.0,2.8529411764705883,26.0,0.08299490661496117,0.05123825208186028,0.21698837561278977,0.1380148299634952,0.11454248366013071,0.465359477124183,0.012443438914027133,0.04864253393665155,5.5191200000000045,6.542744000000004,2.9161642650017754,-3.1353241683336237,-5.422675149114279,-3.638707501472708,1.2647058823529411,24.735294117647058,1.588235294117647,0.7716470588235292
model_36,0.001,50,30,100,500,34,127232.0,2.8529411764705883,250.41176470588235,0.023935218400943266,0.023935218400943266,0.10302524415686982,0.10302524415686982,1.0,1.0,0.011582965464588129,0.012232812068858756,0.9756470588235321,1.2794470588235314,27.979226461711445,-19.491162465324308,-41.32973859248679,-8.777756754684242,2.8529411764705883,237.3235294117647,0.0,2.8529411764705883
model_37,0.001,50,30,100,1000,34,127232.0,2.8529411764705883,126.29411764705883,0.045540443454640284,0.04493338417878884,0.1770001293630962,0.17503494992838184,0.972549019607843,1.0,0.021186689899056674,0.02372130531625067,1.9675294117647075,2.6359411764705944,14.105774351994318,-8.839526609274575,-19.91765556976921,-3.5357562466743158,2.8529411764705883,119.6470588235294,0.0,2.8127450980392155
model_38,0.001,50,30,100,2000,34,127232.0,2.8529411764705883,63.970588235294116,0.08071691999803685,0.0663739083601481,0.2747691401815716,0.2256372804859799,0.44419934640522873,0.9869281045751634,0.020227882819794582,0.043353420713429014,4.3268235294117625,5.561111764705881,7.160379556752279,-3.7209935410133177,-9.31921670552484,-1.2159996058163807,2.735294117647059,60.73529411764706,0.11764705882352941,2.247372549019607
model_39,0.001,50,30,100,3000,34,127232.0,2.8529411764705883,43.0,0.0940594686295283,0.06889834640592084,0.2893404297599999,0.21180116068218502,0.4156045751633987,0.8069444444444445,0.025991792065663436,0.0519835841313269,4.606774193548383,6.392148387096774,4.805949668599834,-2.7761317580804916,-6.499724769627841,-1.6202176052479926,2.235294117647059,40.76470588235294,0.6176470588235294,1.6349607843137257
model_40,0.001,50,30,100,5000,34,127232.0,2.8529411764705883,26.0,0.08299490661496117,0.05191965213459297,0.21698837561278977,0.1402005263505744,0.11454248366013071,0.465359477124183,0.012443438914027133,0.04864253393665155,5.480560000000001,6.4962800000000005,2.9161642650017754,-3.125836750421887,-5.413187796420133,-3.629220050952176,1.2647058823529411,24.735294117647058,1.588235294117647,0.781137254901961
model_41,0.001,50,50,1,500,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_42,0.001,50,50,1,1000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_43,0.001,50,50,1,2000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_44,0.001,50,50,1,3000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_45,0.001,50,50,1,5000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_46,0.001,50,50,10,500,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_47,0.001,50,50,10,1000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_48,0.001,50,50,10,2000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_49,0.001,50,50,10,3000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_50,0.001,50,50,10,5000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_51,0.001,50,50,50,500,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_52,0.001,50,50,50,1000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_53,0.001,50,50,50,2000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_54,0.001,50,50,50,3000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_55,0.001,50,50,50,5000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_56,0.001,50,50,100,500,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_57,0.001,50,50,100,1000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_58,0.001,50,50,100,2000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_59,0.001,50,50,100,3000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_60,0.001,50,50,100,5000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_61,0.001,50,100,1,500,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_62,0.001,50,100,1,1000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_63,0.001,50,100,1,2000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_64,0.001,50,100,1,3000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_65,0.001,50,100,1,5000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_66,0.001,50,100,10,500,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_67,0.001,50,100,10,1000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_68,0.001,50,100,10,2000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_69,0.001,50,100,10,3000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_70,0.001,50,100,10,5000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_71,0.001,50,100,50,500,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_72,0.001,50,100,50,1000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_73,0.001,50,100,50,2000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_74,0.001,50,100,50,3000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_75,0.001,50,100,50,5000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_76,0.001,50,100,100,500,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_77,0.001,50,100,100,1000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_78,0.001,50,100,100,2000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_79,0.001,50,100,100,3000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_80,0.001,50,100,100,5000,34,127232.0,2.8529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,-2.8529411764705883,-2.8529411764705883,-5.705882352941177,0.0,0.0,2.8529411764705883,0.0
model_81,0.001,100,20,1,500,34,127232.0,2.8529411764705883,231.97058823529412,0.02566813916853378,0.02566813916853378,0.10955205255319324,0.10955205255319324,1.0,1.0,0.012463437204953935,0.013137333765459282,1.2157058823529414,1.5761000000000036,25.940338723517574,-17.917342975212804,-38.199453893169796,-7.952758104469601,2.8529411764705883,220.02941176470588,0.0,2.8529411764705883
model_82,0.001,100,20,1,1000,34,127232.0,2.8529411764705883,121.82352941176471,0.04658224802181732,0.045493875713493136,0.18014001797746407,0.1766139327255066,0.9417483660130719,0.9967320261437908,0.021004464848317656,0.024291123761119183,2.3821764705882433,3.0271294117647116,13.62725988282637,-8.444471039753129,-19.099121723249283,-3.3524398156521125,2.823529411764706,115.58823529411765,0.029411764705882353,2.754196078431372
model_83,0.001,100,20,1,2000,34,127232.0,2.8529411764705883,62.85294117647059,0.08303674993644118,0.06489938865795053,0.2805330159573893,0.22188103035423876,0.48970588235294116,0.9901960784313725,0.021527966025119687,0.04468453695597747,4.367882352941177,5.654729411764709,7.011277222156468,-3.608297035533839,-9.068022529437869,-1.1431401709347642,2.764705882352941,59.470588235294116,0.08823529411764706,2.1523921568627444
