model_id,delta,ma_window,min_gap_samples,n_records,duration_samples,n_ground_truth,n_detections,f1_classic,f1_weighted,f3_classic,f3_weighted,recall_4s,recall_10s,precision_4s,precision_10s,edd_median_s,edd_p95_s,fp_per_min,nab_score_standard,nab_score_low_fp,nab_score_low_fn,tp,fp,fn,tp_weight_sum
model_48,0.005,250,5000,229,180554.47598253275,5.681222707423581,33.06113537117904,0.18692671688818568,0.12219222039317251,0.3061084642485158,0.20092410906590932,0.1771107324761319,0.4297112365472242,0.062368082319353715,0.1449449016544301,5.377678391959802,6.602097487437192,2.4840230345195153,-5.39736904200731,-8.309725123737062,-7.740317638697019,2.1877729257641922,30.87336244541485,3.493449781659389,1.41050655021834
model_49,0.005,300,500,229,180554.47598253275,5.681222707423581,214.96943231441048,0.11918075939058384,0.116367592384835,0.32884857390246636,0.3222022418227439,0.9338670790635856,0.9828509190954605,0.05251468662559741,0.06913853272212038,1.5640524017467237,2.705108296943229,17.119121985022883,-15.616062705315333,-34.16921628273821,-7.418088536691226,5.550218340611353,198.5764192139738,0.13100436681222707,5.444148471615722
model_50,0.005,300,1000,229,180554.47598253275,5.681222707423581,129.77729257641923,0.16885095513255305,0.16026902609757265,0.41876133371759083,0.3994445789493772,0.7863158482924729,0.9777427085287347,0.07140813974508572,0.10204929561021164,2.6365851528384234,4.067667248908293,10.00085815286775,-8.840949467977659,-20.172872870368433,-4.4326296881796505,5.497816593886463,120.27947598253274,0.18340611353711792,5.202719068413392
model_51,0.005,300,2000,229,180554.47598253275,5.681222707423581,74.48471615720524,0.22179699577194384,0.16178371041316922,0.48272315303351027,0.3544548435190434,0.4218810226933782,0.9012276354236282,0.06872664487186829,0.14209268260810828,4.760812227074231,6.801319650655023,5.636709042424397,-5.256752757208348,-11.818226031303961,-3.674706076492419,4.816593886462882,69.31004366812228,0.8646288209606987,3.4851994177583707
model_52,0.005,300,3000,229,180554.47598253275,5.681222707423581,52.68122270742358,0.2180812545843755,0.1481153871500054,0.421101643644186,0.28647538017809915,0.29705060116696386,0.692583011360304,0.06721666978975868,0.1499860696633502,5.256089686098648,7.05422959641255,3.9537873580199125,-5.017897636565619,-9.663647872623429,-5.262708108056365,3.650655021834061,49.03056768558952,2.03056768558952,2.439665211062592
model_53,0.005,300,4000,229,180554.47598253275,5.681222707423581,40.8646288209607,0.19588089007051845,0.13065517312933186,0.3463433957217312,0.23279824246454964,0.24262285649390708,0.51345573469257,0.06692793329061092,0.14208730091121918,5.338185365853648,6.725541463414628,3.094044404633091,-5.280958335859435,-8.887882363267883,-6.805007239185779,2.7161572052401746,38.148471615720524,2.965065502183406,1.803388646288212
model_54,0.005,300,5000,229,180554.47598253275,5.681222707423581,33.19213973799127,0.1909417832201609,0.12707728415595362,0.30654394438442045,0.20567982616995178,0.19781692463428913,0.4323526271798812,0.06822424778303768,0.14922634852592515,5.376768472906402,6.4376049261083725,2.478681618217465,-5.296595674500402,-8.214715793652987,-7.5755268812996555,2.2620087336244543,30.930131004366814,3.4192139737991267,1.474852983988355
model_55,0.01,10,500,229,180554.47598253275,5.681222707423581,95.39301310043668,0.1600916411865989,0.14272263302791152,0.3678850916088049,0.3299592139217513,0.6438892435874198,0.8333673305032154,0.07468260102289052,0.10713107145255628,2.6795656108597314,4.467454298642538,9.420842265683376,-6.77905895375299,-14.212975015821954,-5.241140224028553,4.419213973799127,86.5589519650655,1.262008733624454,3.879566229985443
model_56,0.01,10,1000,229,180554.47598253275,5.681222707423581,67.54585152838428,0.1940173490124524,0.16349525591952593,0.41722927166194007,0.35471008004917,0.5265817177228685,0.8150345719155121,0.08362071758582525,0.1345872272094202,3.534995475113124,5.345246153846156,6.39298890787844,-5.122885415183449,-10.552691050027999,-4.735493514791742,4.279475982532751,61.61572052401747,1.4017467248908297,3.541097525473071
model_57,0.01,10,2000,229,180554.47598253275,5.681222707423581,45.22707423580786,0.22136648388354796,0.16155630459793074,0.4315419244527734,0.31541549741698527,0.3371258561343329,0.7205327723051843,0.08347595615818877,0.16035613169864804,4.923862385321102,6.595128440366973,4.064807934187508,-4.380727595842032,-8.099813916449115,-5.298477011957704,3.593886462882096,41.45414847161572,2.087336244541485,2.5019301310043662
model_58,0.01,10,3000,229,180554.47598253275,5.681222707423581,34.55021834061135,0.202755859092376,0.13911878558398194,0.3573116740033175,0.24581939549712986,0.25281605756175496,0.5465746913987346,0.0841785189788235,0.15399985438336894,5.192660287081342,6.700067942583733,3.020209590526705,-4.681427917501534,-7.557198127287444,-6.632189100818186,2.7816593886462884,31.768558951965066,2.8995633187772927,1.8235487627365354
model_59,0.01,10,4000,229,180554.47598253275,5.681222707423581,28.21834061135371,0.18629413263248343,0.1309407575698307,0.3024994131994239,0.21090625306194613,0.20694650805426557,0.4289730979269895,0.0826345938824534,0.1521875305888985,5.029020618556706,6.2636268041237155,2.4399019592582474,-5.003057242105604,-7.371171297041658,-7.709829908960721,2.1397379912663754,26.078602620087338,3.541484716157205,1.4315778748180485
model_60,0.01,10,5000,229,180554.47598253275,5.681222707423581,23.83406113537118,0.16504177631733138,0.10588552828300589,0.25933456155838563,0.16918276133254506,0.1537046440302284,0.3612799528866829,0.06864052384335124,0.14216423097831618,5.41706741573034,6.5018730337078665,2.049591788679512,-5.084798743747638,-7.082090416881818,-8.230257710673998,1.834061135371179,22.0,3.8471615720524017,1.2011470160116444
model_61,0.01,25,500,229,180554.47598253275,5.681222707423581,123.17903930131004,0.1424947473861451,0.13527127539682537,0.3541659144826262,0.3372646977733763,0.76370456433711,0.900582165002278,0.06654399706262083,0.0902070952055486,2.121292035398228,3.7192238938053044,12.170336979915243,-8.26347508219133,-17.973726317137345,-5.2162097267270555,4.873362445414847,112.02620087336244,0.8078602620087336,4.543764192139738
